Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"Trump/Cruz 2016,#Trump2016, #Cruz2024. Trump for 8 with Cruz leading Senate learning from the master. 8 more leading country.Thats influence",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#CNNDebate  Can #Rubio2016 or #TedCruz2016 put a big dent in #Trump2016 huge lead?  How many will drop out soon after debate post polls?,Donald Trump,NONE,Ted Cruz,NONE,Train
"Will the media devote all day to promoting a war between #Trump and #Cruz tonight? It's never news, it's always ratings now. #Trump2016",Donald Trump,FAVOR,Ted Cruz,NONE,Train
"The only difference between #DonaldTrump & #TedCruz has some filter to lessen talk shock,both dangerous for the USA",Donald Trump,AGAINST,Ted Cruz,NONE,Train
"In latest WaPo poll @realDonaldTrump leads with 38% support, more than twice support of @tedcruz at 15%. #DonaldTrump #TedCruz #GOPDebate",Donald Trump,NONE,Ted Cruz,NONE,Train
DC opponents of outsiders R partying in hopes that Donald Trump & Ted Cruz will tare each other apart tonight #Trump2016 #TedCruz2016 #vote,Donald Trump,NONE,Ted Cruz,NONE,Train
I think #DonaldTrump jumped the shark in attacking #TedCruz and supporting ethanol subsidies and saying he can reach across the aisle,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Birds of a feather... #Cruz: McCain: a ""wacko bird"" Boehner: a ""jackass"" Senior GOP official: "" a joke"" #DONALDTRUMP: a ""maniac"" #GOPDebate",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Like a person, no candidate will B perfect. Each will be in favor of some issue that you R not. #Trump2016 #Cruz2016 #Trump #TrumpCruz2016",Donald Trump,NONE,Ted Cruz,NONE,Train
"#TedCruz is emerging from the #DonaldTrump shadow, using some of Trumps bold positions but more diplomatically #politics #Election2016",Donald Trump,NONE,Ted Cruz,FAVOR,Train
@mcf1218 #Cruz would do better in SCOTUS not as POTUS. Ted proved he can sway Justices in court but swaying Senate? Not so much.  #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
O God. Why do people think #TedCruz can win the Presidency? He looks like a villain from the Rocky & Bullwinkle show. #GOPDebate #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
My question directly to #Trump2016 is will you embrace the constitution like #Cruz2016 or will you see it as an obstacle like Obama?,Donald Trump,NONE,Ted Cruz,FAVOR,Train
@tedcruz supports the expansion of H1-B visas which award middle class tech jobs to foreigners! #tedcruztruefacts #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"When a whackjob like #TedCruz  starts to look good compared to #DonaldTrump,  you know the #GOP is in deep shit. #GOPDebate",Donald Trump,AGAINST,Ted Cruz,NONE,Train
"Things to remember about #Cruz2016  Big Oil, Goldman Sachs an Club for Growth ... Think about it .. Not #FreeToLead like #Trump2016",Donald Trump,NONE,Ted Cruz,AGAINST,Train
Can #TedCruz  out authoritarian the master of top down police state rhetoric himself Mr. #DonaldTrump? Stay tuned and let's see.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Presidential candidates tweeting back and forth to each other like it's a rap battle or something. #DonaldTrump #TedCruz #GOPDebate,Donald Trump,NONE,Ted Cruz,NONE,Train
"#TedCruz is a political chameleon, carefully treads water with #DonaldTrump 2 win over supporters & inconsistent with positions #GOPDebate",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
This is getting really hard to pick a clear winner or favorite. Still like #DonaldTrump #TedCruz2016 #BenCarson2016 #ChrisChristie #Rubio,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"@realDonaldTrump #Cruz is a snake.We don't trust the man. He's lied about vote history, knocks your ideas,then copies em. #NoCruz #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Rubio correctly says #Cruz supported a 500% increase in H-1B visas.  Not mentioned?   Rubio supports a 300% increase in them.   #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
So. . . about domestic terrorism. . . lone wolf mass shooters . . . anything? #TedCruz #DonaldTrump #MarcoRubio,Donald Trump,NONE,Ted Cruz,NONE,Train
"njdotcom: RT johnsb01: #TedCruz on controlling immigration: ""We will build a wall that works, and we will get #DonaldTrump to pay for it."" ",Donald Trump,NONE,Ted Cruz,NONE,Train
#TedCruz  talked about #DonaldTrump behind closed doors but his a chicken to do it face on busy kiss trump what?#CNNDebate,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Woah - what just happened there. #DonaldTrump #TedCruz  have something going on behind the scenes #GOPDebate,Donald Trump,NONE,Ted Cruz,NONE,Train
He's just fine!  Don't worry about it! - Trump asked about Cruz as running mate Trump/Cruz 2016 #Trump2016 #TedCruz #MakeAmericaGreatAgain,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#DonaldTrump reneges his earlier statement that #TedCruz doesn't have the temperament to be president. ""He's got a wonderful temperament.""",Donald Trump,NONE,Ted Cruz,NONE,Train
"#Cruz trying to say he's most qualified to be cmmndr in chief w/o flatout saying #Trump isn't,but implying  #GOPDebate #CNNDebate #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Cruz and Trump's strategy is simple: We win, they lose. Shit, why didn't anyone else think of that...  #GOPDebate #Trump2016 #Cruz2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Trump and Cruz supporters please vow to vote for the other guy IF your guy doesn't get nominated. Hillary cannot win. #Trump2016 #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#DonaldTrump and #TedCruz views on fighting terrorism are really disturbing. One wants to indiscriminately target everyone and one....,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Tonight's #GOPDebate proved that a Trump/Cruz card would be unbeatable, and I hope it happens. #TrumpCruz2016 #DonaldTrump #TedCruz",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#GOPDebate it looks like #DonaldTrump is the front runner with #TedCruz. #MarcoRubio would be running mate. Rest all were a washout.,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#GOPDebate Under #DonaldTrump, #TedCruz & #MarcoRubio are illegals & will get tricked into self deportation via Carnival cruise to Mexico.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@seanhannity Seems like #Trump2016 or #TedCruz would do the job. I don't trust either party's politicians so I'm just going to say Trump,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
The thing I find scariest about #Trump2016 is that he has nothing to lose.Say he fails...He falls back on billions.We're not so lucky. #Cruz,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
To all my followers I love you guys.... If any haters come on this page we take them down hard! #Trump2016.... Or #Cruz.... Fuck democrats,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Michael Savage shouldn't talk down #TedCruz! Michael, we know you work for the NewWorldOrder and like their man #DonaldTrump! #savagenation",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
The media is latching onto #TedCruz in a desperate attempt to make him more popular with voters. It's fun to watch them fail. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Who's the biggest liar? Fact Check results for inaccurate statements & lies: #TedCruz 66% - #DonaldTrump 76% & #BenCarson a whopping 84%!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Republicans betray America again: both Republican controlled Congress & Senate pass $1.1 Trillion spending bill. #Trump2016 #Cruz2016,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Republicans betray again: both Congress & Senate pass $1.1 Trillion spending bill, includes Planned Parenthood funding. #Trump2016 #Cruz2016",Donald Trump,NONE,Ted Cruz,NONE,Train
Nobody in Washington likes #TedCruz what makes you think they will work with him as prez???  #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@CBSNews @POTUS everyone knows climate change is NOT real just make room for #DonaldTrump & #Tedcruz in the white house. #Followme #gofundme,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#Rubio #Cruz #Trump2016 Look, this ""My candidate is better than yours"" : irrelevant prattle. Support who can beat HRC. The Goal? Get the WH!",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
I voted for the @GOP consistently since 1988. I'm done with them. Don't care what @NROcorner or @weeklystandard say #Trump2016 #Cruz2016,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#trump2016 #TedCruz  if ya'll don't join forces Trump will run independent and Hillary will win. Please think about it. We DONT want Hillary,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"@rushlimbaugh GOP probably is glad for UR declaration--to disband. That, they will believe helps their cause. #GutGOP #Trump2016 or #TedCruz",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Boston blacks saying #DonaldTrump can forget it the moment he said #TedCruz as a running mate lol guess it's better for #berniesanders,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#TedCruz moves into first place in Iowa in the latest CBS News Battleground Tracker poll. He has a 9-point lead over #DonaldTrump.,Donald Trump,NONE,Ted Cruz,NONE,Train
You do know that the majority of the US HATES what was just done to us with the spending bill. #TedCruz #DonaldTrump #BenCarson,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@tedcruz #TedCruz The problem u r going to have is you are an attorney. People are tired of attorneys running America. Vote #Trump2016,Donald Trump,NONE,Ted Cruz,NONE,Train
First time all year that #Cruz and #Rubio have been above #Trump in the CNN headlines #donaldtrump is starting to falter #dumptrump #GOP2016,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"Obama: ""Paul, thanks for funding #OmnibusBill. Reid, Pelosi, Graham & Rubio thank you as well."" #Trump2016 #Cruz2016 #MakeAmericaGreatAgain",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Ryan and McConnell gave Obama a Christmas gift of billions of $$ to resettle Muslims but no money to deport #BuildTheWall #Trump2016 #Cruz,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#Trump2016 and #Cruz2016 can stay. Traitor #Rubio can stay, so I can watch his epic fall. All the rest should just drop out now. #KellyFile",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Is it just me or would Trump and Cruz make the best president and Vice President group? #TedCruz #DonaldTrump #DynamicDuo,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"@Greta showed #Cruz a letter he signed about amnesty, discussed it for 5 minutes, and he could not, would not explain it.?? #Trump2016 #Iowa",Donald Trump,NONE,Ted Cruz,AGAINST,Train
"The only difference between #DonaldTrump & #TedCruz <>has some filter to lessen talk shock or insults,both dangerous for the USA #gopfail",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"We had no money, the kids wore hand-me-downs, but we were happy & had great security back in the day in Brooklyn! #trump2016 #cruz #tcot",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
QUESTION: How to insure Rubio won't show at an event? ANS: Tell him the event includes a vote on a Conservative issue.  #Trump2016 #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Obama could be explained as an anomaly...but Reid, Pelosi, Kerry, Biden + their supporters? Nope, we're in collapse. #Trump2016 #Cruz2016",Donald Trump,NONE,Ted Cruz,AGAINST,Train
Nice foreign policy debate at #DemDebate with substance and knowledge. Nothing about 'carpet bombing' #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@MaryfBiggins If you vote for Hillary there wouldn't be an America left. You have been warned. Please vote for either #Cruz2016 #Trump2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Foreign policy chops test question for #Trump2016 #tedcruz #Rubio2016 #HillaryClinton What is #Sykes-Picot?. Answer:Don't know = go home,Donald Trump,NONE,Ted Cruz,NONE,Train
The biggest problem with the Democrat debates is that you don't know about them until AFTER they happen!  #trump #trump2016 #tedcruz,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#gop wonders why their base is fed up with them...absolutely pathetic on #PaulRyan effort to stop #Obama agenda. #Trump2016 #Cruz2016,Donald Trump,NONE,Ted Cruz,NONE,Train
#morningjoe If #GOP don't want #Trump2016 to win.. Then they need to consolidate. They waited to long. It's #Trump2016/#Cruz2016 ticket,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
You lucky kids who have day off from school in nh don't worry Obama got it under control #Trump2016 #TedCruz,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#LindseyGraham is finally being talked about! If only he had a tougher name, like Alice or Mertle..... #Cruz2016 #Trump2016 #Carson2016",Donald Trump,NONE,Ted Cruz,NONE,Train
Speaking of licking assholes have you noticed an even thicker layer of brown on #TedCruz's nose lately? Mutual analingus with #DonaldTrump?,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Puhlease!  Everybody should know Hillary was just rebooting her email server on those long debate bathroom breaks.  #Trump2016 #TedCruz,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
I think #Cruz is a conservative with good intentions. It's his big donors that worry me.  That's why I'm voting for #Trump  #Trump2016 #tcot,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
I think #Cruz is a conservative with good intentions.  It's his backers that worry me.  That's why I'm voting for #Trump  #Trump2016 #tcot,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Merry Christmas to the good people at #foxnews  Thank you for assuring this great country a DEM victory in 2016.#TedCruz #DonaldTrump #yikes,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
pretty sure the gop presidential nominee will be either #TedCruz or #DonaldTrump both of whom are batshit fucking crazy sociopaths. #help,Donald Trump,FAVOR,Ted Cruz,NONE,Train
Hoping Cruz will beat Trump is like rooting for ebola to cure cancer.  #cruz2016 #trump2016 @fuckfacevonclownstick,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
It is amusing how the haters #TedCruz and #DonaldTrump think they could possibly be voted president...Maybe president of the hypocritical.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#TedCruz shame on you & #DonaldTrump 4 becoming bullies. let's show people how 2 b civilized .Who are these people who like this rhetoric?,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"A #DonaldTrump @hardball TV special? What next, #TedCruz week? Sorry @hardball_chris, I'll pass. Sat. am has plenty of TV like this. #MSNBC",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#Conservatives have decided they want Politics as usual by supporting #TedCruz and his super PACs lobbyists #tcot #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz is beholding to the billionaire class that is financing his campaign Isn't this the root problem with #Washington? #tcot #Trump2016,Donald Trump,FAVOR,Ted Cruz,NONE,Train
The only person #TedCruz supports is Ted Cruz. The only person worse than #DonaldTrump for President is Ted Cruz!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Just what have #Cruz and #Rubio accomplished in the Senate? Nothing. We need #Trump to reverse the Obama/Hillary damage ! #Trump2016 #Iowa,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Sorry #HillaryClinton but we need a regime change. If you & the media steal the election from #TedCruz or #DonaldTrump, we will remove you.",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Ryan and his top aides really gave away the store, Democratic leader Rep. Nancy Pelosi declared Dec. 18. #Trump2016 #TedCruz",Donald Trump,NONE,Ted Cruz,NONE,Train
"difference between #DonaldTrump &  #TedCruz <<>has some filter to lessen talk shock or insults,both dangerous for the USA both #gopfail",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"For liberals, Trump induces hate - Cruz induces soiled undergarments. Good times! @politico #HillaryClinton #DonaldTrump #TedCruz",Donald Trump,NONE,Ted Cruz,NONE,Train
".@writeman although #TedCruz is SAYING good things, I'm afraid, if he gets elected, we'd get another #BarackObama. #DonaldTrump makes sense.",Donald Trump,NONE,Ted Cruz,NONE,Train
Whatever happens these cocksuckers #DonaldTrump & #TedCruz want to blame the media for though! They still think their shit doesn't stink!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Schlong?  If Hillary wins it's So Long America. That's all we know and all we need to know. #Trump2016 #Cruz2016 #MakeAmericaGreatAgain,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"These candidates act like kindergarten children attacking each other in the most childish ways, America is doomed #TedCruz #DonaldTrump",Donald Trump,AGAINST,Ted Cruz,NONE,Train
"ISIS BIGGEST RECRUITMENT TOOL IS THE PROMISE OF WOMEN TO RAPE AND HAVE YOUR WAY WITH, WHO'S KIDDING WHO HERE? #TRUMP #TRUMP2016 #TEDCRUZ",Donald Trump,NONE,Ted Cruz,NONE,Train
"#DonaldTrump calling #TedCruz ""a bit of a maniac"" is like pot calling kettle black /does he know how crazy he sounds ? @UniteBlue",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Why is #Obama trying to destroy American values? Very easy answer, its all Valarie Jarret. Evil woman. #tcot #Cruz2016 #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#tedcruz or #DonaldTrump ....... Let's just say you can't even pick the lesser of 2 #Evils when it comes to that decision .. #socialmedia,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
